county,year,pop
20107,2013,999999
20107,2014,999999
20109,2001,2959
20109,2002,2927
20109,2003,2845
20109,2004,2804
20109,2005,2757
20109,2006,2666
20109,2007,2632
20109,2008,2601
20109,2009,2549
20109,2010,2774
20109,2011,2764
20109,2012,2792
20109,2013,999999
20109,2014,999999
20111,2001,36009
20111,2002,35749
20111,2003,35735
20111,2004,35861
20111,2005,35715
20111,2006,35575
20111,2007,35720
20111,2008,35318
20111,2009,33601
20111,2010,33642
20111,2011,33654
20111,2012,33534
20111,2013,999999
20111,2014,999999
20113,2001,29481
20113,2002,29211
20113,2003,29171
20113,2004,29174
20113,2005,29228
20113,2006,28986
20113,2007,29027
20113,2008,28814
20113,2009,28866
20113,2010,29142
20113,2011,29213
20113,2012,29341
20113,2013,999999
20113,2014,999999
20115,2001,13293
20115,2002,13129
20115,2003,13000
20115,2004,12754
20115,2005,12623
20115,2006,12347
20115,2007,12187
20115,2008,12056
20115,2009,11982
20115,2010,12664
20115,2011,12546
20115,2012,12379
20115,2013,999999
20115,2014,999999
20117,2001,10794
20117,2002,10590
20117,2003,10449
20117,2004,10309
20117,2005,10265
20117,2006,10166
20117,2007,10158
20117,2008,10180
20117,2009,10123
20117,2010,10109
20117,2011,9999
20117,2012,10065
20117,2013,999999
20117,2014,999999
20119,2001,4655
20119,2002,4637
20119,2003,4554
20119,2004,4516
20119,2005,4518
20119,2006,4452
20119,2007,4408
20119,2008,4407
20119,2009,4407
20119,2010,4591
20119,2011,4524
20119,2012,4397
20119,2013,999999
20119,2014,999999
20121,2001,28589
20121,2002,28735
20121,2003,28926
20121,2004,29476
20121,2005,29895
20121,2006,30145
20121,2007,30761
20121,2008,30787
20121,2009,30969
20121,2010,32876
20121,2011,32714
20121,2012,32622
20121,2013,999999
20121,2014,999999
20123,2001,6762
20123,2002,6685
20123,2003,6650
20123,2004,6493
20123,2005,6384
20123,2006,6314
20123,2007,6310
20123,2008,6293
20123,2009,6344
20123,2010,6346
20123,2011,6296
20123,2012,6334
20123,2013,999999
20123,2014,999999
20125,2001,35750
20125,2002,35154
20125,2003,34648
20125,2004,34493
20125,2005,34212
20125,2006,34265
20125,2007,34402
20125,2008,34277
20125,2009,34254
20125,2010,35383
20125,2011,34764
20125,2012,34447
20125,2013,999999
20125,2014,999999
20127,2001,6059
20127,2002,5982
20127,2003,5923
20127,2004,5906
20127,2005,5948
20127,2006,5930
20127,2007,5943
20127,2008,6017
20127,2009,5994
20127,2010,5911
20127,2011,5860
20127,2012,5852
20127,2013,999999
20127,2014,999999
20129,2001,3366
20129,2002,3336
20129,2003,3325
20129,2004,3227
20129,2005,3176
20129,2006,3138
20129,2007,3087
20129,2008,3051
20129,2009,3031
20129,2010,3237
20129,2011,3171
20129,2012,3133
20129,2013,999999
20129,2014,999999
20131,2001,10465
20131,2002,10449
20131,2003,10408
20131,2004,10292
20131,2005,10233
20131,2006,10183
20131,2007,10148
20131,2008,10060
20131,2009,9968
20131,2010,10171
20131,2011,10136
20131,2012,10117
20131,2013,999999
20131,2014,999999
20133,2001,16836
20133,2002,16609
20133,2003,16437
20133,2004,16425
20133,2005,16289
20133,2006,16120
20133,2007,16168
20133,2008,16139
20133,2009,16046
20133,2010,16495
20133,2011,16469
20133,2012,16462
20133,2013,999999
20133,2014,999999
20135,2001,3361
20135,2002,3299
20135,2003,3193
20135,2004,3116
20135,2005,3052
20135,2006,2988
20135,2007,2961
20135,2008,2909
20135,2009,2835
20135,2010,3107
20135,2011,3124
20135,2012,3083
20135,2013,999999
20135,2014,999999
20137,2001,5814
20137,2002,5760
20137,2003,5727
20137,2004,5631
20137,2005,5570
20137,2006,5519
20137,2007,5441
20137,2008,5418
20137,2009,5330
20137,2010,5657
20137,2011,5670
20137,2012,5597
20137,2013,999999
20137,2014,999999
20139,2001,16639
20139,2002,16650
20139,2003,16659
20139,2004,16754
20139,2005,16753
20139,2006,16494
20139,2007,16315
20139,2008,16266
20139,2009,16104
20139,2010,16292
20139,2011,16340
20139,2012,16170
20139,2013,999999
20139,2014,999999
20141,2001,4333
20141,2002,4261
20141,2003,4114
20141,2004,4051
20141,2005,3982
20141,2006,3937
20141,2007,3852
20141,2008,3804
20141,2009,3849
20141,2010,3836
20141,2011,3846
20141,2012,3818
20141,2013,999999
20141,2014,999999
20143,2001,6120
20143,2002,6148
20143,2003,6091
20143,2004,6034
20143,2005,5998
20143,2006,5990
20143,2007,5970
20143,2008,5993
20143,2009,5974
20143,2010,6095
20143,2011,6086
20143,2012,6062
20143,2013,999999
20143,2014,999999
20145,2001,7009
20145,2002,6874
20145,2003,6764
20145,2004,6699
20145,2005,6661
20145,2006,6447
20145,2007,6401
20145,2008,6256
20145,2009,6206
20145,2010,6970
20145,2011,7013
20145,2012,6894
20145,2013,999999
20145,2014,999999
20147,2001,5860
20147,2002,5751
20147,2003,5626
20147,2004,5584
20147,2005,5439
20147,2006,5335
20147,2007,5315
20147,2008,5282
20147,2009,5272
20147,2010,5625
20147,2011,5540
20147,2012,5516
20147,2013,999999
20147,2014,999999
20149,2001,18273
20149,2002,18324
20149,2003,18539
20149,2004,18676
20149,2005,18787
20149,2006,18925
20149,2007,19471
20149,2008,19779
20149,2009,19994
20149,2010,21714
20149,2011,22032
20149,2012,22335
20149,2013,999999
20149,2014,999999
20151,2001,9525
20151,2002,9579
20151,2003,9441
20151,2004,9322
20151,2005,9407
20151,2006,9409
20151,2007,9407
20151,2008,9366
20151,2009,9304
20151,2010,9645
20151,2011,9650
20151,2012,9772
20151,2013,999999
20151,2014,999999
20153,2001,2875
20153,2002,2846
20153,2003,2765
20153,2004,2690
20153,2005,2601
20153,2006,2557
20153,2007,2536
20153,2008,2466
20153,2009,2425
20153,2010,2502
20153,2011,2542
20153,2012,2540
20153,2013,999999
20153,2014,999999
20155,2001,64467
20155,2002,63961
20155,2003,63667
20155,2004,63363
20155,2005,63256
20155,2006,63215
20155,2007,63015
20155,2008,63227
20155,2009,63357
20155,2010,64565
20155,2011,64422
20155,2012,64245
20155,2013,999999
20155,2014,999999
20157,2001,5650
20157,2002,5421
20157,2003,5296
20157,2004,5159
20157,2005,5083
20157,2006,4974
20157,2007,4914
20157,2008,4832
20157,2009,4808
20157,2010,4943
20157,2011,4901
20157,2012,4847
20157,2013,999999
20157,2014,999999
20159,2001,10607
20159,2002,10517
20159,2003,10442
20159,2004,10462
20159,2005,10348
20159,2006,10168
20159,2007,10039
20159,2008,10128
20159,2009,10079
20159,2010,10107
20159,2011,10090
20159,2012,10000
20159,2013,999999
20159,2014,999999
20161,2001,63371
20161,2002,63755
20161,2003,65474
20161,2004,66144
20161,2005,67507
20161,2006,69164
20161,2007,69406
20161,2008,71113
20161,2009,71341
20161,2010,71606
20161,2011,73338
20161,2012,76273
20161,2013,999999
20161,2014,999999
20163,2001,5547
20163,2002,5452
20163,2003,5378
20163,2004,5326
20163,2005,5252
20163,2006,5198
20163,2007,5134
20163,2008,5088
20163,2009,4984
20163,2010,5181
20163,2011,5195
20163,2012,5212
20163,2013,999999
20163,2014,999999
20165,2001,3494
20165,2002,3423
20165,2003,3390
20165,2004,3378
20165,2005,3304
20165,2006,3203
20165,2007,3169
20165,2008,3197
20165,2009,3143
20165,2010,3317
20165,2011,3201
20165,2012,3208
20165,2013,999999
20165,2014,999999
20167,2001,7151
20167,2002,7007
20167,2003,6936
20167,2004,6954
20167,2005,6769
20167,2006,6701
20167,2007,6724
20167,2008,6633
20167,2009,6596
20167,2010,6990
20167,2011,6972
20167,2012,6978
20167,2013,999999
20167,2014,999999
20169,2001,53869
20169,2002,53988
20169,2003,53738
20169,2004,53808
20169,2005,53888
20169,2006,53914
20169,2007,54105
20169,2008,54109
20169,2009,54364
20169,2010,55772
20169,2011,55726
20169,2012,55838
20169,2013,999999
20169,2014,999999
20171,2001,5077
20171,2002,4900
20171,2003,4775
20171,2004,4601
20171,2005,4629
20171,2006,4572
20171,2007,4523
20171,2008,4517
20171,2009,4560
20171,2010,4950
20171,2011,4905
20171,2012,4870
20171,2013,999999
20171,2014,999999
20173,2001,456251
20173,2002,459961
20173,2003,460981
20173,2004,461872
20173,2005,464383
20173,2006,468338
20173,2007,475075
20173,2008,482317
20173,2009,490864
20173,2010,499320
20173,2011,500900
20173,2012,503945
20173,2013,999999
20173,2014,999999
20175,2001,22518
20175,2002,22702
20175,2003,22688
20175,2004,22623
20175,2005,22449
20175,2006,22396
20175,2007,22637
20175,2008,22747
20175,2009,23013
20175,2010,22983
20175,2011,23171
20175,2012,23403
20175,2013,999999
20175,2014,999999
20177,2001,170345
20177,2002,170349
20177,2003,170744
20177,2004,171178
20177,2005,171568
20177,2006,172563
20177,2007,173764
20177,2008,175073
20177,2009,176255
20177,2010,178351
20177,2011,178908
20177,2012,178980
20177,2013,999999
20177,2014,999999
20179,2001,2708
20179,2002,2636
20179,2003,2603
20179,2004,2521
20179,2005,2524
20179,2006,2478
20179,2007,2454
20179,2008,2463
20179,2009,2435
20179,2010,2549
20179,2011,2543
20179,2012,2531
20179,2013,999999
20179,2014,999999
20181,2001,6589
20181,2002,6359
20181,2003,6237
20181,2004,6113
20181,2005,6064
20181,2006,5872
20181,2007,5890
20181,2008,5891
20181,2009,5860
20181,2010,6009
20181,2011,6033
20181,2012,6106
20181,2013,999999
20181,2014,999999
20183,2001,4406
20183,2002,4291
20183,2003,4219
20183,2004,4153
20183,2005,4082
20183,2006,3997
20183,2007,3946
20183,2008,3852
20183,2009,3753
20183,2010,3860
20183,2011,3790
20183,2012,3751
20183,2013,999999
20183,2014,999999
20185,2001,4712
20185,2002,4627
20185,2003,4529
20185,2004,4432
20185,2005,4427
20185,2006,4387
20185,2007,4400
20185,2008,4346
20185,2009,4342
20185,2010,4420
20185,2011,4382
20185,2012,4343
20185,2013,999999
20185,2014,999999
20187,2001,2410
20187,2002,2413
20187,2003,2350
20187,2004,2328
20187,2005,2218
20187,2006,2174
20187,2007,2136
20187,2008,2126
20187,2009,2107
20187,2010,2247
20187,2011,2217
20187,2012,2163
20187,2013,999999
20187,2014,999999
20189,2001,5366
20189,2002,5330
20189,2003,5308
20189,2004,5405
20189,2005,5323
20189,2006,5169
20189,2007,5045
20189,2008,5055
20189,2009,5129
20189,2010,5743
20189,2011,5639
20189,2012,5748
20189,2013,999999
20189,2014,999999
20191,2001,25631
20191,2002,25352
20191,2003,25011
20191,2004,24834
20191,2005,24404
20191,2006,24038
20191,2007,23757
20191,2008,23668
20191,2009,23488
20191,2010,24096
20191,2011,23845
20191,2012,23701
20191,2013,999999
20191,2014,999999
20193,2001,8120
20193,2002,8031
20193,2003,7905
20193,2004,7745
20193,2005,7554
20193,2006,7471
20193,2007,7387
20193,2008,7344
20193,2009,7343
20193,2010,7941
20193,2011,7945
20193,2012,7938
20193,2013,999999
20193,2014,999999
20195,2001,3229
20195,2002,3136
20195,2003,3087
20195,2004,3102
20195,2005,3001
20195,2006,2961
20195,2007,2942
20195,2008,2922
20195,2009,2920
20195,2010,2991
20195,2011,2974
20195,2012,2969
20195,2013,999999
20195,2014,999999
20197,2001,6779
20197,2002,6705
20197,2003,6686
20197,2004,6721
20197,2005,6793
20197,2006,6688
20197,2007,6815
20197,2008,6879
20197,2009,6846
20197,2010,7032
20197,2011,7032
20197,2012,7007
20197,2013,999999
20197,2014,999999
20199,2001,1694
20199,2002,1662
20199,2003,1605
20199,2004,1537
20199,2005,1498
20199,2006,1488
20199,2007,1432
20199,2008,1395
20199,2009,1408
20199,2010,1483
20199,2011,1524
20199,2012,1528
20199,2013,999999
20199,2014,999999
20201,2001,6319
20201,2002,6219
20201,2003,6149
20201,2004,6045
20201,2005,5973
20201,2006,5884
20201,2007,5804
20201,2008,5762
20201,2009,5683
20201,2010,5781
20201,2011,5831
20201,2012,5726
20201,2013,999999
20201,2014,999999
20203,2001,2499
20203,2002,2426
20203,2003,2388
20203,2004,2293
20203,2005,2289
20203,2006,2203
20203,2007,2168
20203,2008,2117
20203,2009,2109
20203,2010,2241
20203,2011,2262
20203,2012,2230
20203,2013,999999
20203,2014,999999
20205,2001,10216
20205,2002,10103
20205,2003,10053
20205,2004,9778
20205,2005,9758
20205,2006,9733
20205,2007,9778
20205,2008,9595
20205,2009,9474
20205,2010,9406
20205,2011,9243
20205,2012,9126
20205,2013,999999
20205,2014,999999
20207,2001,3745
20207,2002,3595
20207,2003,3552
20207,2004,3454
20207,2005,3475
20207,2006,3377
20207,2007,3290
20207,2008,3271
20207,2009,3240
20207,2010,3304
20207,2011,3312
20207,2012,3267
20207,2013,999999
20207,2014,999999
20209,2001,158246
20209,2002,157236
20209,2003,155790
20209,2004,154271
20209,2005,153586
20209,2006,152810
20209,2007,153317
20209,2008,153968
20209,2009,155085
20209,2010,157678
20209,2011,157973
20209,2012,159360
20209,2013,999999
20209,2014,999999
21001,2001,17471
21001,2002,17575
21001,2003,17645
21001,2004,17645
21001,2005,17695
21001,2006,17821
21001,2007,17906
21001,2008,17909
21001,2009,18029
21001,2010,18742
21001,2011,18978
21001,2012,18931
21001,2013,999999
21001,2014,999999
21003,2001,17853
21003,2002,18034
21003,2003,18143
21003,2004,18315
21003,2005,18425
21003,2006,18687
21003,2007,18856
21003,2008,19047
21003,2009,18982
21003,2010,20033
21003,2011,20171
21003,2012,20232
21003,2013,999999
21003,2014,999999
21005,2001,19459
21005,2002,19434
21005,2003,19657
21005,2004,19908
21005,2005,20220
21005,2006,20800
21005,2007,21334
21005,2008,21468
21005,2009,21790
21005,2010,21448
21005,2011,21548
21005,2012,21660
21005,2013,999999
21005,2014,999999
21007,2001,8218
21007,2002,8151
21007,2003,8230
21007,2004,8217
21007,2005,8238
21007,2006,8169
21007,2007,8138
21007,2008,8200
21007,2009,8161
21007,2010,8257
21007,2011,8289
21007,2012,8311
21007,2013,999999
21007,2014,999999
21009,2001,38463
21009,2002,38599
21009,2003,38981
21009,2004,39371
21009,2005,40022
21009,2006,40510
21009,2007,41068
21009,2008,41419
21009,2009,41747
21009,2010,42126
21009,2011,42373
21009,2012,42645
21009,2013,999999
21009,2014,999999
21011,2001,11287
21011,2002,11417
21011,2003,11442
21011,2004,11466
21011,2005,11560
21011,2006,11583
21011,2007,11514
21011,2008,11708
21011,2009,11618
21011,2010,11609
21011,2011,11707
21011,2012,11802
21011,2013,999999
21011,2014,999999
21013,2001,29624
21013,2002,29784
21013,2003,29579
21013,2004,29402
21013,2005,29271
21013,2006,29127
21013,2007,29027
21013,2008,29066
21013,2009,28972
21013,2010,28710
21013,2011,28635
21013,2012,28247
21013,2013,999999
21013,2014,999999
21015,2001,90251
21015,2002,93362
21015,2003,96717
21015,2004,100936
21015,2005,105628
21015,2006,109560
21015,2007,112806
21015,2008,115999
21015,2009,118576
21015,2010,119362
21015,2011,121449
21015,2012,122847
21015,2013,999999
21015,2014,999999
21017,2001,19409
21017,2002,19381
21017,2003,19442
21017,2004,19576
21017,2005,19703
21017,2006,19566
21017,2007,19612
21017,2008,19732
21017,2009,19729
21017,2010,19942
21017,2011,19982
21017,2012,19985
21017,2013,999999
21017,2014,999999
21019,2001,49565
21019,2002,49440
21019,2003,49495
21019,2004,49193
21019,2005,48931
21019,2006,48747
21019,2007,48565
21019,2008,48573
21019,2009,48527
21019,2010,49622
21019,2011,49409
21019,2012,49256
21019,2013,999999
21019,2014,999999
21021,2001,27627
21021,2002,27723
21021,2003,27807
21021,2004,28319
21021,2005,28513
21021,2006,28714
21021,2007,28909
21021,2008,29173
21021,2009,29263
21021,2010,28631
21021,2011,28756
21021,2012,28993
21021,2013,999999
21021,2014,999999
21023,2001,8360
21023,2002,8450
21023,2003,8439
21023,2004,8662
21023,2005,8614
21023,2006,8581
21023,2007,8607
21023,2008,8637
21023,2009,8653
21023,2010,8503
21023,2011,8501
21023,2012,8468
21023,2013,999999
21023,2014,999999
21025,2001,15912
21025,2002,15772
21025,2003,15689
21025,2004,15746
21025,2005,15729
21025,2006,15656
21025,2007,15595
21025,2008,15652
21025,2009,15575
21025,2010,13856
21025,2011,13839
21025,2012,13657
21025,2013,999999
21025,2014,999999
21027,2001,18741
21027,2002,18834
21027,2003,18900
21027,2004,18913
21027,2005,19052
21027,2006,18957
21027,2007,19074
21027,2008,19144
21027,2009,19057
21027,2010,20039
21027,2011,20274
21027,2012,20095
21027,2013,999999
21027,2014,999999
21029,2001,63202
21029,2002,64823
21029,2003,66566
21029,2004,68927
21029,2005,71114
21029,2006,72398
21029,2007,73737
21029,2008,74736
21029,2009,75653
21029,2010,74503
21029,2011,75298
21029,2012,75947
21029,2013,999999
21029,2014,999999
21031,2001,13138
21031,2002,13149
21031,2003,13217
21031,2004,13383
21031,2005,13304
21031,2006,13402
21031,2007,13294
21031,2008,13358
21031,2009,13329
21031,2010,12719
21031,2011,12765
21031,2012,12794
21031,2013,999999
21031,2014,999999
21033,2001,12846
21033,2002,12792
21033,2003,12779
21033,2004,12744
21033,2005,12769
21033,2006,12769
21033,2007,12816
21033,2008,12884
21033,2009,12870
21033,2010,12989
21033,2011,12988
21033,2012,12938
21033,2013,999999
21033,2014,999999
21035,2001,34396
21035,2002,34404
21035,2003,34718
21035,2004,35087
21035,2005,35477
21035,2006,35988
21035,2007,36161
21035,2008,36204
21035,2009,36348
21035,2010,37363
21035,2011,37675
21035,2012,38057
21035,2013,999999
21035,2014,999999
21037,2001,88689
21037,2002,88292
21037,2003,87774
21037,2004,87366
21037,2005,87273
21037,2006,87133
21037,2007,87302
21037,2008,87413
21037,2009,88423
21037,2010,90610
21037,2011,90976
21037,2012,90780
21037,2013,999999
21037,2014,999999
21039,2001,5319
21039,2002,5319
21039,2003,5275
21039,2004,5290
21039,2005,5249
21039,2006,5255
21039,2007,5156
21039,2008,5156
21039,2009,5209
21039,2010,5100
21039,2011,5046
21039,2012,5042
21039,2013,999999
21039,2014,999999
21041,2001,10162
21041,2002,10270
21041,2003,10310
21041,2004,10304
21041,2005,10420
21041,2006,10425
21041,2007,10498
21041,2008,10636
21041,2009,10703
21041,2010,10804
21041,2011,10979
21041,2012,10869
21041,2013,999999
21041,2014,999999
21043,2001,26908
21043,2002,27094
21043,2003,27231
21043,2004,27168
21043,2005,27306
21043,2006,27367
21043,2007,27316
21043,2008,27040
21043,2009,26771
21043,2010,27736
21043,2011,27427
21043,2012,27473
21043,2013,999999
21043,2014,999999
21045,2001,15631
21045,2002,15801
21045,2003,15857
21045,2004,16003
21045,2005,16115
21045,2006,16224
21045,2007,16294
21045,2008,16400
21045,2009,16498
21045,2010,15954
21045,2011,15958
21045,2012,16081
21045,2013,999999
21045,2014,999999
21047,2001,74763
21047,2002,76031
21047,2003,77171
21047,2004,77737
21047,2005,78098
21047,2006,78459
21047,2007,80944
21047,2008,79690
21047,2009,80938
21047,2010,74155
21047,2011,73573
21047,2012,75638
21047,2013,999999
21047,2014,999999
21049,2001,33443
21049,2002,33522
21049,2003,33825
21049,2004,34245
21049,2005,34653
21049,2006,35169
21049,2007,35656
21049,2008,35767
21049,2009,36159
21049,2010,35609
21049,2011,35466
21049,2012,35752
21049,2013,999999
21049,2014,999999
21051,2001,24480
21051,2002,24488
21051,2003,24300
21051,2004,24118
21051,2005,23955
21051,2006,23885
21051,2007,23685
21051,2008,23805
21051,2009,23629
21051,2010,21685
21051,2011,21616
21051,2012,21565
21051,2013,999999
21051,2014,999999
21053,2001,9598
21053,2002,9572
21053,2003,9538
21053,2004,9505
21053,2005,9457
21053,2006,9376
21053,2007,9474
21053,2008,9507
21053,2009,9403
21053,2010,10267
21053,2011,10149
21053,2012,10243
21053,2013,999999
21053,2014,999999
21055,2001,9284
21055,2002,9168
21055,2003,9157
21055,2004,9025
21055,2005,9011
21055,2006,9111
21055,2007,9095
21055,2008,9214
21055,2009,9110
21055,2010,9315
21055,2011,9285
21055,2012,9259
21055,2013,999999
21055,2014,999999
21057,2001,7130
21057,2002,7115
21057,2003,7076
21057,2004,7092
21057,2005,6947
21057,2006,6933
21057,2007,6814
21057,2008,6762
21057,2009,6706
21057,2010,6859
21057,2011,6869
21057,2012,6861
21057,2013,999999
21057,2014,999999
21059,2001,91605
21059,2002,91639
21059,2003,92144
21059,2004,92352
21059,2005,92614
21059,2006,93270
21059,2007,93974
21059,2008,94621
21059,2009,95394
21059,2010,96718
21059,2011,97237
21059,2012,97886
21059,2013,999999
21059,2014,999999
21061,2001,11753
21061,2002,11771
21061,2003,11794
21061,2004,11797
21061,2005,11939
21061,2006,11892
21061,2007,11949
21061,2008,11997
21061,2009,11926
21061,2010,12194
21061,2011,12267
21061,2012,12141
21061,2013,999999
21061,2014,999999
21063,2001,6715
21063,2002,6724
21063,2003,6808
21063,2004,6774
21063,2005,7525
21063,2006,8010
21063,2007,8172
21063,2008,8665
21063,2009,9083
21063,2010,7882
21063,2011,7915
21063,2012,7761
21063,2013,999999
21063,2014,999999
21065,2001,15316
21065,2002,15234
21065,2003,15063
21065,2004,14980
21065,2005,14861
21065,2006,14888
21065,2007,14893
21065,2008,14899
21065,2009,14859
21065,2010,14695
21065,2011,14635
21065,2012,14488
21065,2013,999999
21065,2014,999999
21067,2001,264544
21067,2002,266953
21067,2003,271441
21067,2004,274581
21067,2005,278313
21067,2006,283324
21067,2007,287263
21067,2008,292240
21067,2009,296545
21067,2010,296717
21067,2011,301272
21067,2012,305201
21067,2013,999999
21067,2014,999999
21069,2001,14077
21069,2002,14168
21069,2003,14363
21069,2004,14446
21069,2005,14483
21069,2006,14487
21069,2007,14659
21069,2008,14722
21069,2009,14667
21069,2010,14401
21069,2011,14495
21069,2012,14547
21069,2013,999999
21069,2014,999999
21071,2001,42148
21071,2002,42216
21071,2003,42077
21071,2004,42111
21071,2005,42045
21071,2006,41878
21071,2007,42029
21071,2008,41975
21071,2009,41899
21071,2010,39933
21071,2011,39813
21071,2012,39232
21071,2013,999999
21071,2014,999999
21073,2001,48115
21073,2002,48179
21073,2003,48079
21073,2004,48338
21073,2005,48377
21073,2006,48428
21073,2007,48540
21073,2008,49017
21073,2009,48968
21073,2010,49306
21073,2011,49379
21073,2012,49514
21073,2013,999999
21073,2014,999999
21075,2001,7758
21075,2002,7569
21075,2003,7431
21075,2004,7276
21075,2005,7089
21075,2006,6867
21075,2007,6862
21075,2008,6958
21075,2009,6814
21075,2010,6814
21075,2011,6726
21075,2012,6536
21075,2013,999999
21075,2014,999999
21077,2001,7984
21077,2002,7833
21077,2003,7990
21077,2004,7977
21077,2005,8040
21077,2006,8030
21077,2007,8076
21077,2008,8101
21077,2009,8202
21077,2010,8611
21077,2011,8580
21077,2012,8491
21077,2013,999999
21077,2014,999999
21079,2001,15119
21079,2002,15546
21079,2003,15831
21079,2004,15995
21079,2005,16376
21079,2006,16672
21079,2007,16990
21079,2008,17020
21079,2009,17085
21079,2010,16945
21079,2011,16835
21079,2012,16953
21079,2013,999999
21079,2014,999999
21081,2001,23106
21081,2002,23518
21081,2003,23893
21081,2004,24212
21081,2005,24421
21081,2006,24766
21081,2007,25161
21081,2008,25548
21081,2009,25542
21081,2010,24680
21081,2011,24710
21081,2012,24489
21081,2013,999999
21081,2014,999999
21083,2001,36994
21083,2002,36980
21083,2003,37168
21083,2004,37144
21083,2005,37353
21083,2006,37373
21083,2007,37562
21083,2008,37573
21083,2009,37719
21083,2010,37223
21083,2011,37542
21083,2012,37535
21083,2013,999999
21083,2014,999999
21085,2001,24173
21085,2002,24216
21085,2003,24594
21085,2004,24884
21085,2005,25075
21085,2006,25166
21085,2007,25312
21085,2008,25466
21085,2009,25581
21085,2010,25800
21085,2011,25789
21085,2012,25864
21085,2013,999999
21085,2014,999999
21087,2001,11600
21087,2002,11589
21087,2003,11609
21087,2004,11467
21087,2005,11473
21087,2006,11530
21087,2007,11518
21087,2008,11533
21087,2009,11510
21087,2010,11238
21087,2011,11221
21087,2012,11317
21087,2013,999999
21087,2014,999999
21089,2001,36896
21089,2002,36780
21089,2003,36929
21089,2004,36916
21089,2005,36946
21089,2006,37342
21089,2007,37508
21089,2008,37771
21089,2009,38020
21089,2010,36897
21089,2011,36805
21089,2012,36647
21089,2013,999999
21089,2014,999999
21091,2001,8437
21091,2002,8440
21091,2003,8440
21091,2004,8414
21091,2005,8540
21091,2006,8585
21091,2007,8591
21091,2008,8652
21091,2009,8635
21091,2010,8551
21091,2011,8609
21091,2012,8666
21091,2013,999999
21091,2014,999999
21093,2001,94729
21093,2002,95071
21093,2003,95349
21093,2004,95582
21093,2005,96842
21093,2006,97092
21093,2007,98064
21093,2008,98795
21093,2009,99770
21093,2010,107020
21093,2011,107498
21093,2012,107173
21093,2013,999999
21093,2014,999999
21095,2001,32413
21095,2002,32326
21095,2003,31807
21095,2004,31275
21095,2005,31076
21095,2006,31063
21095,2007,31075
21095,2008,30825
21095,2009,30956
21095,2010,29225
21095,2011,29172
21095,2012,28715
21095,2013,999999
21095,2014,999999
21097,2001,18012
21097,2002,17992
21097,2003,18122
21097,2004,18156
21097,2005,18208
21097,2006,18352
21097,2007,18585
21097,2008,18717
21097,2009,18794
21097,2010,18815
21097,2011,18684
21097,2012,18602
21097,2013,999999
21097,2014,999999
21099,2001,17307
21099,2002,17604
21099,2003,17780
21099,2004,17876
21099,2005,18108
21099,2006,18194
21099,2007,18289
21099,2008,18451
21099,2009,18396
21099,2010,18195
21099,2011,18318
21099,2012,18409
21099,2013,999999
21099,2014,999999
21101,2001,44787
21101,2002,44940
21101,2003,44958
21101,2004,45035
21101,2005,45107
21101,2006,45141
21101,2007,45162
21101,2008,45466
21101,2009,45496
21101,2010,46252
21101,2011,46367
21101,2012,46445
21101,2013,999999
21101,2014,999999
21103,2001,15219
21103,2002,15253
21103,2003,15436
21103,2004,15546
21103,2005,15621
21103,2006,15772
21103,2007,15824
21103,2008,15934
21103,2009,16060
21103,2010,15380
21103,2011,15365
21103,2012,15325
21103,2013,999999
21103,2014,999999
21105,2001,5234
21105,2002,5216
21105,2003,5163
21105,2004,5063
21105,2005,5019
21105,2006,4953
21105,2007,4901
21105,2008,4893
21105,2009,4851
21105,2010,4868
21105,2011,4813
21105,2012,4751
21105,2013,999999
21105,2014,999999
21107,2001,46076
21107,2002,46222
21107,2003,46402
21107,2004,46407
21107,2005,46190
21107,2006,46192
21107,2007,46257
21107,2008,46364
21107,2009,46167
21107,2010,46862
21107,2011,46879
21107,2012,46707
21107,2013,999999
21107,2014,999999
21109,2001,13597
21109,2002,13523
21109,2003,13448
21109,2004,13396
21109,2005,13493
21109,2006,13456
21109,2007,13419
21109,2008,13385
21109,2009,13243
21109,2010,13497
21109,2011,13409
21109,2012,13315
21109,2013,999999
21109,2014,999999
21111,2001,695246
21111,2002,696233
21111,2003,698411
21111,2004,699639
21111,2005,701057
21111,2006,704755
21111,2007,711766
21111,2008,717414
21111,2009,721594
21111,2010,742277
21111,2011,746240
21111,2012,751342
21111,2013,999999
21111,2014,999999
21113,2001,39763
21113,2002,40649
21113,2003,41335
21113,2004,42068
21113,2005,43147
21113,2006,44590
21113,2007,45559
21113,2008,46868
21113,2009,47589
21113,2010,48712
21113,2011,48969
21113,2012,49550
21113,2013,999999
21113,2014,999999
21115,2001,23350
21115,2002,23360
21115,2003,23410
21115,2004,23579
21115,2005,23751
21115,2006,23872
21115,2007,23902
21115,2008,23831
21115,2009,23827
21115,2010,23397
21115,2011,23448
21115,2012,23441
21115,2013,999999
21115,2014,999999
21117,2001,151972
21117,2002,151720
21117,2003,152382
21117,2004,152873
21117,2005,153420
21117,2006,155178
21117,2007,156855
21117,2008,157813
21117,2009,158729
21117,2010,159999
21117,2011,160401
21117,2012,161297
21117,2013,999999
21117,2014,999999
21119,2001,17499
21119,2002,17613
21119,2003,17502
21119,2004,17361
21119,2005,17429
21119,2006,17232
21119,2007,17092
21119,2008,17104
21119,2009,17126
21119,2010,16330
21119,2011,16293
21119,2012,16124
