county,year,pop
37179,2002,138218
37179,2003,144016
37179,2004,151198
37179,2005,160555
37179,2006,172182
37179,2007,184479
37179,2008,193400
37179,2009,198645
37179,2010,202166
37179,2011,205122
37179,2012,208362
37179,2013,999999
37179,2014,999999
37181,2001,43655
37181,2002,43537
37181,2003,43247
37181,2004,43066
37181,2005,42871
37181,2006,43067
37181,2007,42950
37181,2008,42990
37181,2009,43056
37181,2010,45302
37181,2011,45250
37181,2012,45057
37181,2013,999999
37181,2014,999999
37183,2001,659127
37183,2002,680443
37183,2003,701347
37183,2004,723095
37183,2005,753828
37183,2006,792940
37183,2007,831746
37183,2008,868068
37183,2009,897214
37183,2010,906949
37183,2011,929208
37183,2012,952296
37183,2013,999999
37183,2014,999999
37185,2001,19960
37185,2002,19832
37185,2003,19805
37185,2004,19792
37185,2005,19773
37185,2006,19484
37185,2007,19514
37185,2008,19530
37185,2009,19425
37185,2010,20985
37185,2011,20994
37185,2012,20663
37185,2013,999999
37185,2014,999999
37187,2001,13527
37187,2002,13366
37187,2003,13367
37187,2004,13209
37187,2005,13178
37187,2006,13034
37187,2007,12873
37187,2008,12959
37187,2009,12851
37187,2010,13163
37187,2011,12954
37187,2012,12716
37187,2013,999999
37187,2014,999999
37189,2001,43246
37189,2002,43413
37189,2003,43343
37189,2004,43187
37189,2005,43471
37189,2006,44227
37189,2007,44584
37189,2008,45421
37189,2009,45479
37189,2010,50987
37189,2011,51583
37189,2012,52062
37189,2013,999999
37189,2014,999999
37191,2001,112952
37191,2002,112804
37191,2003,112777
37191,2004,113569
37191,2005,113221
37191,2006,112697
37191,2007,113300
37191,2008,113419
37191,2009,113811
37191,2010,122908
37191,2011,124042
37191,2012,124551
37191,2013,999999
37191,2014,999999
37193,2001,66330
37193,2002,66518
37193,2003,66577
37193,2004,66311
37193,2005,66405
37193,2006,66467
37193,2007,66662
37193,2008,66725
37193,2009,66555
37193,2010,69195
37193,2011,69189
37193,2012,69279
37193,2013,999999
37193,2014,999999
37195,2001,73931
37195,2002,74662
37195,2003,74837
37195,2004,75024
37195,2005,75414
37195,2006,75746
37195,2007,76622
37195,2008,77692
37195,2009,78353
37195,2010,81251
37195,2011,81444
37195,2012,81755
37195,2013,999999
37195,2014,999999
37197,2001,36775
37197,2002,37162
37197,2003,37092
37197,2004,36988
37197,2005,37240
37197,2006,37458
37197,2007,37489
37197,2008,37701
37197,2009,37713
37197,2010,38436
37197,2011,38317
37197,2012,38125
37197,2013,999999
37197,2014,999999
37199,2001,17869
37199,2002,17845
37199,2003,17840
37199,2004,17933
37199,2005,18039
37199,2006,18155
37199,2007,18399
37199,2008,18539
37199,2009,18548
37199,2010,17794
37199,2011,17678
37199,2012,17616
37199,2013,999999
37199,2014,999999
38001,2001,2530
38001,2002,2488
38001,2003,2437
38001,2004,2394
38001,2005,2352
38001,2006,2305
38001,2007,2293
38001,2008,2270
38001,2009,2236
38001,2010,2349
38001,2011,2304
38001,2012,2319
38001,2013,999999
38001,2014,999999
38003,2001,11419
38003,2002,11220
38003,2003,11100
38003,2004,11072
38003,2005,10993
38003,2006,10894
38003,2007,10807
38003,2008,10753
38003,2009,10753
38003,2010,11067
38003,2011,11108
38003,2012,11004
38003,2013,999999
38003,2014,999999
38005,2001,6942
38005,2002,6798
38005,2003,6841
38005,2004,6917
38005,2005,6902
38005,2006,6893
38005,2007,6878
38005,2008,6864
38005,2009,6910
38005,2010,6675
38005,2011,6694
38005,2012,6760
38005,2013,999999
38005,2014,999999
38007,2001,883
38007,2002,860
38007,2003,830
38007,2004,804
38007,2005,788
38007,2006,759
38007,2007,785
38007,2008,798
38007,2009,827
38007,2010,771
38007,2011,838
38007,2012,914
38007,2013,999999
38007,2014,999999
38009,2001,6982
38009,2002,6820
38009,2003,6767
38009,2004,6656
38009,2005,6608
38009,2006,6477
38009,2007,6377
38009,2008,6319
38009,2009,6352
38009,2010,6427
38009,2011,6505
38009,2012,6581
38009,2013,999999
38009,2014,999999
38011,2001,3099
38011,2002,3052
38011,2003,3039
38011,2004,3065
38011,2005,2965
38011,2006,2925
38011,2007,2938
38011,2008,3038
38011,2009,3028
38011,2010,3144
38011,2011,3137
38011,2012,3211
38011,2013,999999
38011,2014,999999
38013,2001,2164
38013,2002,2103
38013,2003,2060
38013,2004,2021
38013,2005,1966
38013,2006,1889
38013,2007,1839
38013,2008,1796
38013,2009,1839
38013,2010,1959
38013,2011,2049
38013,2012,2162
38013,2013,999999
38013,2014,999999
38015,2001,70096
38015,2002,71021
38015,2003,71851
38015,2004,72622
38015,2005,74126
38015,2006,75673
38015,2007,77178
38015,2008,78445
38015,2009,79822
38015,2010,81714
38015,2011,83544
38015,2012,85981
38015,2013,999999
38015,2014,999999
38017,2001,124928
38017,2002,126054
38017,2003,127751
38017,2004,131121
38017,2005,132551
38017,2006,135191
38017,2007,137717
38017,2008,140216
38017,2009,143339
38017,2010,150268
38017,2011,152925
38017,2012,157040
38017,2013,999999
38017,2014,999999
38019,2001,4653
38019,2002,4543
38019,2003,4431
38019,2004,4316
38019,2005,4213
38019,2006,4009
38019,2007,3838
38019,2008,3767
38019,2009,3699
38019,2010,3983
38019,2011,3952
38019,2012,3945
38019,2013,999999
38019,2014,999999
38021,2001,5666
38021,2002,5587
38021,2003,5484
38021,2004,5553
38021,2005,5460
38021,2006,5385
38021,2007,5380
38021,2008,5262
38021,2009,5217
38021,2010,5285
38021,2011,5271
38021,2012,5251
38021,2013,999999
38021,2014,999999
38023,2001,2173
38023,2002,2183
38023,2003,2177
38023,2004,2162
38023,2005,2095
38023,2006,2058
38023,2007,2009
38023,2008,1998
38023,2009,1961
38023,2010,2078
38023,2011,2141
38023,2012,2239
38023,2013,999999
38023,2014,999999
38025,2001,3553
38025,2002,3498
38025,2003,3455
38025,2004,3355
38025,2005,3313
38025,2006,3305
38025,2007,3290
38025,2008,3315
38025,2009,3365
38025,2010,3542
38025,2011,3751
38025,2012,3967
38025,2013,999999
38025,2014,999999
38027,2001,2670
38027,2002,2627
38027,2003,2616
38027,2004,2590
38027,2005,2546
38027,2006,2455
38027,2007,2419
38027,2008,2375
38027,2009,2288
38027,2010,2382
38027,2011,2351
38027,2012,2372
38027,2013,999999
38027,2014,999999
38029,2001,4186
38029,2002,4064
38029,2003,3961
38029,2004,3874
38029,2005,3726
38029,2006,3631
38029,2007,3509
38029,2008,3445
38029,2009,3398
38029,2010,3543
38029,2011,3528
38029,2012,3485
38029,2013,999999
38029,2014,999999
38031,2001,3629
38031,2002,3560
38031,2003,3490
38031,2004,3483
38031,2005,3523
38031,2006,3519
38031,2007,3444
38031,2008,3376
38031,2009,3259
38031,2010,3344
38031,2011,3351
38031,2012,3387
38031,2013,999999
38031,2014,999999
38033,2001,1862
38033,2002,1822
38033,2003,1797
38033,2004,1733
38033,2005,1699
38033,2006,1660
38033,2007,1652
38033,2008,1638
38033,2009,1621
38033,2010,1683
38033,2011,1750
38033,2012,1803
38033,2013,999999
38033,2014,999999
38035,2001,65415
38035,2002,65292
38035,2003,65391
38035,2004,67075
38035,2005,66565
38035,2006,67121
38035,2007,66064
38035,2008,66703
38035,2009,66414
38035,2010,66992
38035,2011,66646
38035,2012,67697
38035,2013,999999
38035,2014,999999
38037,2001,2801
38037,2002,2709
38037,2003,2656
38037,2004,2595
38037,2005,2561
38037,2006,2485
38037,2007,2434
38037,2008,2381
38037,2009,2337
38037,2010,2389
38037,2011,2358
38037,2012,2341
38037,2013,999999
38037,2014,999999
38039,2001,2633
38039,2002,2579
38039,2003,2549
38039,2004,2494
38039,2005,2470
38039,2006,2402
38039,2007,2373
38039,2008,2340
38039,2009,2346
38039,2010,2411
38039,2011,2378
38039,2012,2359
38039,2013,999999
38039,2014,999999
38041,2001,2624
38041,2002,2577
38041,2003,2499
38041,2004,2519
38041,2005,2487
38041,2006,2468
38041,2007,2395
38041,2008,2342
38041,2009,2343
38041,2010,2474
38041,2011,2524
38041,2012,2558
38041,2013,999999
38041,2014,999999
38043,2001,2620
38043,2002,2541
38043,2003,2536
38043,2004,2503
38043,2005,2390
38043,2006,2385
38043,2007,2316
38043,2008,2265
38043,2009,2201
38043,2010,2439
38043,2011,2443
38043,2012,2431
38043,2013,999999
38043,2014,999999
38045,2001,4611
38045,2002,4533
38045,2003,4472
38045,2004,4418
38045,2005,4281
38045,2006,4162
38045,2007,4096
38045,2008,3972
38045,2009,3908
38045,2010,4124
38045,2011,4116
38045,2012,4101
38045,2013,999999
38045,2014,999999
38047,2001,2215
38047,2002,2185
38047,2003,2119
38047,2004,2077
38047,2005,2018
38047,2006,1951
38047,2007,1952
38047,2008,1925
38047,2009,1886
38047,2010,1999
38047,2011,1968
38047,2012,1938
38047,2013,999999
38047,2014,999999
38049,2001,5818
38049,2002,5719
38049,2003,5667
38049,2004,5564
38049,2005,5439
38049,2006,5357
38049,2007,5214
38049,2008,5193
38049,2009,5173
38049,2010,5397
38049,2011,5492
38049,2012,5783
38049,2013,999999
38049,2014,999999
38051,2001,3305
38051,2002,3210
38051,2003,3163
38051,2004,3040
38051,2005,2952
38051,2006,2865
38051,2007,2723
38051,2008,2647
38051,2009,2582
38051,2010,2796
38051,2011,2765
38051,2012,2756
38051,2013,999999
38051,2014,999999
38053,2001,5603
38053,2002,5610
38053,2003,5491
38053,2004,5454
38053,2005,5524
38053,2006,5495
38053,2007,5540
38053,2008,5610
38053,2009,5799
38053,2010,6398
38053,2011,7005
38053,2012,7963
38053,2013,999999
38053,2014,999999
38055,2001,9106
38055,2002,8945
38055,2003,8841
38055,2004,8655
38055,2005,8438
38055,2006,8346
38055,2007,8342
38055,2008,8363
38055,2009,8310
38055,2010,8993
38055,2011,9086
38055,2012,9384
38055,2013,999999
38055,2014,999999
38057,2001,8486
38057,2002,8424
38057,2003,8330
38057,2004,8212
38057,2005,8088
38057,2006,7979
38057,2007,7967
38057,2008,7866
38057,2009,7873
38057,2010,8426
38057,2011,8426
38057,2012,8492
38057,2013,999999
38057,2014,999999
38059,2001,25069
38059,2002,25063
38059,2003,24995
38059,2004,25112
38059,2005,25245
38059,2006,25513
38059,2007,25845
38059,2008,26184
38059,2009,26464
38059,2010,27576
38059,2011,27739
38059,2012,28084
38059,2013,999999
38059,2014,999999
38061,2001,6540
38061,2002,6475
38061,2003,6454
38061,2004,6501
38061,2005,6471
38061,2006,6388
38061,2007,6482
38061,2008,6569
38061,2009,6791
38061,2010,7720
38061,2011,8107
38061,2012,8741
38061,2013,999999
38061,2014,999999
38063,2001,3586
38063,2002,3448
38063,2003,3404
38063,2004,3406
38063,2005,3379
38063,2006,3266
38063,2007,3224
38063,2008,3171
38063,2009,3129
38063,2010,3120
38063,2011,3067
38063,2012,3082
38063,2013,999999
38063,2014,999999
38065,2001,1967
38065,2002,1921
38065,2003,1871
38065,2004,1830
38065,2005,1789
38065,2006,1725
38065,2007,1705
38065,2008,1668
38065,2009,1643
38065,2010,1837
38065,2011,1850
38065,2012,1837
38065,2013,999999
38065,2014,999999
38067,2001,8341
38067,2002,8181
38067,2003,8159
38067,2004,8053
38067,2005,7865
38067,2006,7743
38067,2007,7580
38067,2008,7455
38067,2009,7392
38067,2010,7397
38067,2011,7386
38067,2012,7262
38067,2013,999999
38067,2014,999999
38069,2001,4569
38069,2002,4495
38069,2003,4387
38069,2004,4286
38069,2005,4195
38069,2006,4152
38069,2007,4095
38069,2008,4072
38069,2009,3990
38069,2010,4353
38069,2011,4377
38069,2012,4461
38069,2013,999999
38069,2014,999999
38071,2001,11824
38071,2002,11782
38071,2003,11540
38071,2004,11415
38071,2005,11290
38071,2006,11227
38071,2007,11223
38071,2008,11288
38071,2009,11240
38071,2010,11451
38071,2011,11521
38071,2012,11572
38071,2013,999999
38071,2014,999999
38073,2001,5849
38073,2002,5814
38073,2003,5825
38073,2004,5775
38073,2005,5748
38073,2006,5696
38073,2007,5745
38073,2008,5659
38073,2009,5500
38073,2010,5429
38073,2011,5426
38073,2012,5475
38073,2013,999999
38073,2014,999999
38075,2001,2521
38075,2002,2514
38075,2003,2461
38075,2004,2422
38075,2005,2401
38075,2006,2361
38075,2007,2260
38075,2008,2207
38075,2009,2227
38075,2010,2475
38075,2011,2495
38075,2012,2554
38075,2013,999999
38075,2014,999999
38077,2001,17599
38077,2002,17379
38077,2003,17534
38077,2004,17341
38077,2005,17159
38077,2006,16733
38077,2007,16501
38077,2008,16356
38077,2009,16067
38077,2010,16330
38077,2011,16273
38077,2012,16221
38077,2013,999999
38077,2014,999999
38079,2001,13733
38079,2002,13682
38079,2003,13580
38079,2004,13626
38079,2005,13628
38079,2006,13588
38079,2007,13643
38079,2008,13706
38079,2009,13797
38079,2010,14002
38079,2011,14152
38079,2012,14364
38079,2013,999999
38079,2014,999999
38081,2001,4329
38081,2002,4244
38081,2003,4134
38081,2004,4073
38081,2005,4117
38081,2006,4133
38081,2007,4079
38081,2008,4009
38081,2009,3951
38081,2010,3804
38081,2011,3802
38081,2012,3894
38081,2013,999999
38081,2014,999999
38083,2001,1620
38083,2002,1565
38083,2003,1513
38083,2004,1440
38083,2005,1406
38083,2006,1350
38083,2007,1310
38083,2008,1247
38083,2009,1228
38083,2010,1314
38083,2011,1316
38083,2012,1279
38083,2013,999999
38083,2014,999999
38085,2001,3998
38085,2002,4052
38085,2003,4045
38085,2004,4082
38085,2005,4088
38085,2006,4157
38085,2007,4140
38085,2008,4134
38085,2009,4203
38085,2010,4150
38085,2011,4251
38085,2012,4352
38085,2013,999999
38085,2014,999999
38087,2001,739
38087,2002,727
38087,2003,713
38087,2004,695
38087,2005,685
38087,2006,687
38087,2007,652
38087,2008,667
38087,2009,649
38087,2010,728
38087,2011,725
38087,2012,761
38087,2013,999999
38087,2014,999999
38089,2001,22358
38089,2002,22152
38089,2003,22087
38089,2004,22082
38089,2005,22100
38089,2006,22096
38089,2007,22404
38089,2008,22517
38089,2009,22847
38089,2010,24352
38089,2011,25171
38089,2012,26919
38089,2013,999999
38089,2014,999999
38091,2001,2164
38091,2002,2095
38091,2003,2049
38091,2004,2022
38091,2005,1970
38091,2006,1901
38091,2007,1842
38091,2008,1805
38091,2009,1747
38091,2010,1976
38091,2011,2035
38091,2012,2000
38091,2013,999999
38091,2014,999999
38093,2001,21560
38093,2002,21367
38093,2003,21113
38093,2004,20873
38093,2005,20766
38093,2006,20732
38093,2007,20449
38093,2008,20340
38093,2009,20463
38093,2010,21124
38093,2011,21014
38093,2012,20983
38093,2013,999999
38093,2014,999999
38095,2001,2769
38095,2002,2703
38095,2003,2616
38095,2004,2542
38095,2005,2464
38095,2006,2393
38095,2007,2300
38095,2008,2223
38095,2009,2209
38095,2010,2234
38095,2011,2295
38095,2012,2326
38095,2013,999999
38095,2014,999999
38097,2001,8312
38097,2002,8246
38097,2003,8174
38097,2004,8197
38097,2005,8121
38097,2006,8011
38097,2007,8071
38097,2008,7912
38097,2009,7868
38097,2010,8112
38097,2011,8055
38097,2012,8070
38097,2013,999999
38097,2014,999999
38099,2001,12095
38099,2002,11778
38099,2003,11651
38099,2004,11482
38099,2005,11370
38099,2006,11188
38099,2007,11007
38099,2008,10899
38099,2009,10798
38099,2010,11091
38099,2011,11034
38099,2012,11065
38099,2013,999999
38099,2014,999999
38101,2001,57749
38101,2002,57128
38101,2003,56800
38101,2004,56996
38101,2005,56458
38101,2006,56099
38101,2007,56092
38101,2008,56104
38101,2009,57012
38101,2010,62114
38101,2011,64353
38101,2012,65554
38101,2013,999999
38101,2014,999999
38103,2001,4874
38103,2002,4766
38103,2003,4647
38103,2004,4564
38103,2005,4475
38103,2006,4316
38103,2007,4218
38103,2008,4150
38103,2009,4092
38103,2010,4199
38103,2011,4219
38103,2012,4266
38103,2013,999999
38103,2014,999999
38105,2001,19430
38105,2002,19416
38105,2003,19256
38105,2004,19144
38105,2005,19136
38105,2006,19272
38105,2007,19566
38105,2008,19797
38105,2009,20451
38105,2010,22586
38105,2011,24407
38105,2012,26741
38105,2013,999999
38105,2014,999999
39001,2001,27480
39001,2002,27705
39001,2003,27913
39001,2004,28062
39001,2005,28177
39001,2006,28210
39001,2007,28098
39001,2008,28183
39001,2009,28043
39001,2010,28562
39001,2011,28522
39001,2012,28358
39001,2013,999999
39001,2014,999999
39003,2001,108193
39003,2002,107845
39003,2003,106527
39003,2004,105780
39003,2005,105528
39003,2006,105126
39003,2007,104895
39003,2008,104826
39003,2009,104357
39003,2010,106395
39003,2011,105939
39003,2012,105295
39003,2013,999999
39003,2014,999999
39005,2001,52823
39005,2002,53045
39005,2003,53454
39005,2004,53609
39005,2005,53958
39005,2006,54317
39005,2007,54810
39005,2008,54982
39005,2009,55044
39005,2010,53319
39005,2011,53261
39005,2012,53247
39005,2013,999999
39005,2014,999999
39007,2001,102665
39007,2002,102609
39007,2003,102473
39007,2004,102262
39007,2005,102051
39007,2006,101686
39007,2007,101400
39007,2008,100973
39007,2009,100767
39007,2010,101394
39007,2011,101080
39007,2012,100251
39007,2013,999999
39007,2014,999999
39009,2001,62832
39009,2002,63055
39009,2003,63258
39009,2004,62475
39009,2005,63143
39009,2006,63136
39009,2007,62863
39009,2008,63199
39009,2009,63026
39009,2010,65221
39009,2011,65102
39009,2012,64605
39009,2013,999999
39009,2014,999999
39011,2001,46566
39011,2002,46391
39011,2003,46310
39011,2004,46388
39011,2005,46626
39011,2006,46512
39011,2007,46513
39011,2008,46748
39011,2009,46699
39011,2010,45932
39011,2011,45812
39011,2012,45869
39011,2013,999999
39011,2014,999999
39013,2001,69574
39013,2002,69663
39013,2003,69263
39013,2004,68998
39013,2005,68662
39013,2006,68659
39013,2007,68409
39013,2008,68063
39013,2009,68066
39013,2010,70318
39013,2011,70055
39013,2012,69612
39013,2013,999999
39013,2014,999999
39015,2001,42768
39015,2002,43201
39015,2003,43500
39015,2004,43607
39015,2005,43660
39015,2006,43735
39015,2007,43810
39015,2008,43909
39015,2009,44003
39015,2010,44878
39015,2011,44661
39015,2012,44392
39015,2013,999999
39015,2014,999999
39017,2001,336587
39017,2002,338958
39017,2003,341766
39017,2004,344914
39017,2005,348425
39017,2006,353888
39017,2007,358116
39017,2008,360775
39017,2009,363184
39017,2010,369078
39017,2011,370199
39017,2012,370651
39017,2013,999999
39017,2014,999999
39019,2001,28936
39019,2002,29100
39019,2003,29187
39019,2004,29115
39019,2005,28885
39019,2006,28888
39019,2007,28769
39019,2008,28677
39019,2009,28539
39019,2010,28825
39019,2011,28894
39019,2012,28587
39019,2013,999999
39019,2014,999999
39021,2001,38968
39021,2002,39134
39021,2003,39155
39021,2004,39237
39021,2005,39195
39021,2006,39531
39021,2007,39589
39021,2008,39718
39021,2009,39713
39021,2010,40060
39021,2011,39873
39021,2012,39574
39021,2013,999999
39021,2014,999999
39023,2001,143929
39023,2002,143412
39023,2003,141915
39023,2004,141565
39023,2005,141543
39023,2006,140875
39023,2007,140187
39023,2008,139818
39023,2009,139671
39023,2010,138245
39023,2011,137754
39023,2012,137172
39023,2013,999999
39023,2014,999999
39025,2001,180392
39025,2002,182539
39025,2003,184574
39025,2004,187275
39025,2005,189276
39025,2006,191859
39025,2007,193971
39025,2008,195417
39025,2009,196364
39025,2010,197708
39025,2011,198566
39025,2012,199195
39025,2013,999999
39025,2014,999999
39027,2001,40912
39027,2002,41220
39027,2003,41441
39027,2004,41798
39027,2005,42063
39027,2006,42837
39027,2007,42990
39027,2008,43152
39027,2009,43058
39027,2010,41903
39027,2011,41912
39027,2012,41828
39027,2013,999999
39027,2014,999999
39029,2001,111395
39029,2002,111061
39029,2003,110824
39029,2004,110395
39029,2005,109481
39029,2006,109319
39029,2007,108785
39029,2008,108106
39029,2009,107722
39029,2010,107858
39029,2011,107238
39029,2012,106417
39029,2013,999999
39029,2014,999999
39031,2001,36817
39031,2002,36858
39031,2003,36842
39031,2004,36843
39031,2005,36648
39031,2006,36497
39031,2007,36247
39031,2008,35917
39031,2009,35767
39031,2010,36927
39031,2011,36909
39031,2012,36818
39031,2013,999999
39031,2014,999999
39033,2001,46512
39033,2002,46173
39033,2003,45722
39033,2004,45490
39033,2005,45159
39033,2006,44460
39033,2007,44147
39033,2008,43738
39033,2009,43403
39033,2010,43770
39033,2011,43303
39033,2012,42828
39033,2013,999999
39033,2014,999999
39035,2001,1381483
39035,2002,1369224
39035,2003,1355668
39035,2004,1341479
39035,2005,1323972
39035,2006,1305273
39035,2007,1293600
39035,2008,1282880
39035,2009,1275709
39035,2010,1278326
39035,2011,1269895
39035,2012,1265611
39035,2013,999999
39035,2014,999999
39037,2001,53030
39037,2002,52833
39037,2003,52873
39037,2004,52808
39037,2005,52639
39037,2006,52342
39037,2007,52198
39037,2008,51988
39037,2009,51814
39037,2010,52962
39037,2011,52666
39037,2012,52496
39037,2013,999999
39037,2014,999999
39039,2001,39367
39039,2002,39124
39039,2003,38916
39039,2004,38739
39039,2005,38574
39039,2006,38579
39039,2007,38470
39039,2008,38524
39039,2009,38432
39039,2010,39103
39039,2011,39029
39039,2012,38829
39039,2013,999999
39039,2014,999999
39041,2001,119098
39041,2002,127011
39041,2003,134899
39041,2004,141958
39041,2005,149353
39041,2006,155669
39041,2007,160698
39041,2008,164913
39041,2009,168708
39041,2010,175148
39041,2011,178526
39041,2012,181128
39041,2013,999999
39041,2014,999999
39043,2001,79228
39043,2002,78644
39043,2003,78471
39043,2004,78361
39043,2005,77778
39043,2006,77555
39043,2007,77365
39043,2008,77339
39043,2009,76963
39043,2010,77036
39043,2011,76664
39043,2012,76455
39043,2013,999999
39043,2014,999999
39045,2001,125963
39045,2002,128860
39045,2003,131982
39045,2004,135055
39045,2005,137457
39045,2006,139503
39045,2007,141239
39045,2008,142299
39045,2009,143712
39045,2010,146408
39045,2011,147328
39045,2012,147500
39045,2013,999999
39045,2014,999999
39047,2001,28170
39047,2002,28152
39047,2003,28133
39047,2004,28078
39047,2005,28212
39047,2006,28227
39047,2007,28272
39047,2008,28198
39047,2009,28117
39047,2010,29013
39047,2011,28908
39047,2012,28838
39047,2013,999999
39047,2014,999999
39049,2001,1082421
39049,2002,1087369
39049,2003,1092518
39049,2004,1096256
39049,2005,1101224
39049,2006,1111018
39049,2007,1122357
39049,2008,1135643
39049,2009,1150122
39049,2010,1166371
39049,2011,1180021
39049,2012,1197640
39049,2013,999999
39049,2014,999999
39051,2001,42157
39051,2002,42212
39051,2003,42262
39051,2004,42584
39051,2005,42638
39051,2006,42481
39051,2007,42458
39051,2008,42429
39051,2009,42402
39051,2010,42614
39051,2011,42467
39051,2012,42452
39051,2013,999999
39051,2014,999999
39053,2001,31033
39053,2002,31074
39053,2003,31034
39053,2004,30955
39053,2005,30906
39053,2006,30828
39053,2007,30869
39053,2008,30889
39053,2009,30694
39053,2010,31093
39053,2011,31002
39053,2012,30843
39053,2013,999999
39053,2014,999999
39055,2001,92186
39055,2002,93341
39055,2003,95006
39055,2004,95846
39055,2005,96876
39055,2006,97737
39055,2007,98227
39055,2008,98817
39055,2009,99060
39055,2010,93416
39055,2011,93395
39055,2012,93862
39055,2013,999999
39055,2014,999999
39057,2001,149566
39057,2002,151507
39057,2003,153251
39057,2004,155488
39057,2005,156218
39057,2006,157705
39057,2007,158844
39057,2008,159356
39057,2009,159823
39057,2010,161612
39057,2011,163595
39057,2012,164421
39057,2013,999999
39057,2014,999999
39059,2001,40832
39059,2002,40952
39059,2003,41048
39059,2004,40852
39059,2005,40606
39059,2006,40433
39059,2007,40384
39059,2008,40182
39059,2009,40054
39059,2010,40117
39059,2011,39862
39059,2012,39836
39059,2013,999999
39059,2014,999999
39061,2001,849398
39061,2002,848344
39061,2003,847484
39061,2004,846707
39061,2005,847182
39061,2006,847656
39061,2007,855928
39061,2008,853508
39061,2009,855062
39061,2010,802284
39061,2011,800621
39061,2012,802326
39061,2013,999999
39061,2014,999999
39063,2001,71940
39063,2002,72528
39063,2003,72931
39063,2004,73289
39063,2005,73266
39063,2006,73791
39063,2007,74328
39063,2008,74367
39063,2009,74538
39063,2010,74687
39063,2011,75062
39063,2012,75638
39063,2013,999999
39063,2014,999999
39065,2001,31690
39065,2002,31693
39065,2003,31541
39065,2004,31890
39065,2005,31697
39065,2006,31604
39065,2007,31770
39065,2008,31804
39065,2009,31818
39065,2010,32101
39065,2011,31815
39065,2012,31639
39065,2013,999999
39065,2014,999999
39067,2001,15732
39067,2002,15775
39067,2003,15799
39067,2004,15593
39067,2005,15577
39067,2006,15476
39067,2007,15462
39067,2008,15365
39067,2009,15268
39067,2010,15846
39067,2011,15800
39067,2012,15703
39067,2013,999999
39067,2014,999999
39069,2001,29136
39069,2002,29238
39069,2003,29157
39069,2004,29184
39069,2005,29222
39069,2006,29247
39069,2007,28940
39069,2008,28824
39069,2009,28648
39069,2010,28116
39069,2011,28227
39069,2012,28074
39069,2013,999999
39069,2014,999999
39071,2001,41139
39071,2002,41537
39071,2003,41760
39071,2004,42260
39071,2005,42114
39071,2006,42536
39071,2007,42688
39071,2008,42402
39071,2009,42178
39071,2010,43608
39071,2011,43432
39071,2012,43034
39071,2013,999999
39071,2014,999999
39073,2001,28364
39073,2002,28511
39073,2003,28608
39073,2004,28687
39073,2005,28718
39073,2006,28699
39073,2007,28989
39073,2008,28968
39073,2009,28912
39073,2010,29468
39073,2011,29481
39073,2012,29304
39073,2013,999999
39073,2014,999999
39075,2001,39738
39075,2002,40331
39075,2003,40608
39075,2004,41062
39075,2005,41237
39075,2006,41366
39075,2007,41327
39075,2008,41475
39075,2009,41854
39075,2010,42471
39075,2011,42791
39075,2012,43138
39075,2013,999999
39075,2014,999999
39077,2001,59595
39077,2002,59884
39077,2003,59873
39077,2004,59932
39077,2005,60019
39077,2006,60020
39077,2007,60031
39077,2008,60067
39077,2009,59849
39077,2010,59578
39077,2011,59395
39077,2012,59243
39077,2013,999999
39077,2014,999999
39079,2001,32695
39079,2002,32892
39079,2003,32931
39079,2004,33101
39079,2005,33332
39079,2006,33252
39079,2007,33302
39079,2008,33384
39079,2009,33440
39079,2010,33273
39079,2011,33150
39079,2012,32909
39079,2013,999999
39079,2014,999999
39081,2001,72786
39081,2002,71945
39081,2003,71381
39081,2004,70820
39081,2005,70064
39081,2006,69264
39081,2007,68550
39081,2008,68242
39081,2009,67691
39081,2010,69614
39081,2011,68881
39081,2012,68336
39081,2013,999999
39081,2014,999999
39083,2001,55364
39083,2002,56124
39083,2003,56818
39083,2004,57460
39083,2005,57975
39083,2006,58403
39083,2007,58967
39083,2008,59373
39083,2009,59637
39083,2010,61087
39083,2011,61285
39083,2012,60790
39083,2013,999999
39083,2014,999999
39085,2001,229351
39085,2002,230735
39085,2003,231394
39085,2004,232422
39085,2005,232578
39085,2006,233471
39085,2007,234492
39085,2008,235854
39085,2009,236775
39085,2010,230016
39085,2011,229803
39085,2012,229409
39085,2013,999999
39085,2014,999999
39087,2001,61991
39087,2002,61871
39087,2003,62183
39087,2004,62157
39087,2005,62447
39087,2006,62773
39087,2007,62758
39087,2008,62692
39087,2009,62744
39087,2010,62418
39087,2011,62381
39087,2012,62114
39087,2013,999999
39087,2014,999999
39089,2001,147327
39089,2002,148436
39089,2003,150126
39089,2004,152023
39089,2005,153872
39089,2006,155369
39089,2007,156724
39089,2008,157617
39089,2009,158488
39089,2010,166736
39089,2011,167241
39089,2012,167765
39089,2013,999999
39089,2014,999999
39091,2001,45953
39091,2002,46225
39091,2003,46415
39091,2004,46454
39091,2005,46310
39091,2006,46197
39091,2007,46523
39091,2008,46537
39091,2009,46582
39091,2010,45765
39091,2011,45606
39091,2012,45444
39091,2013,999999
39091,2014,999999
39093,2001,286878
39093,2002,289327
39093,2003,293155
39093,2004,295517
39093,2005,299111
39093,2006,301628
39093,2007,302972
39093,2008,304639
39093,2009,305707
39093,2010,301468
39093,2011,301915
39093,2012,301689
39093,2013,999999
39093,2014,999999
39095,2001,458621
